monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,rent_or_mortgage,financial_advice_score,actual_savings,savings_goal_met,net_cash_flow,expense_ratio,debt_pressure,financial_buffer,saving_behavior,spending_efficiency,lifestyle_burden,debt_ratio_flag,low_emergency_flag,income_type_Mixed,income_type_Salary,category_Education,category_Entertainment,category_Groceries,category_Healthcare,category_Insurance,category_Investments,category_Rent,category_Transportation,category_Utilities,cash_flow_status_Neutral,cash_flow_status_Positive,financial_stress_level_Low,financial_stress_level_Medium
3422.1,3495.46,0.33,2732.69,1,650.0,0.44,326.95,335.2,4,1129.31,70,0,440.98,2810.62,1327.58,27.2,0.0,0,-73.36000000000013,1.021138733896176,143.858,0.3229866779542737,0.0,0.803847319860659,0.1288247494960708,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
3275.27,2176.56,0.19,2770.52,2,669.0,0.19,625.24,422.67,4,1227.66,78,0,326.46,1762.62,1008.79,55.5,1098.71,0,1098.71,0.6643408510287614,118.79560000000001,0.5637778063520639,0.33535392382190726,0.809447271257738,0.09964380225073025,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
4834.54,2349.78,0.17,3351.42,1,633.0,0.4,240.92,303.21,8,892.29,44,0,446.5,1440.51,804.26,24.4,2484.76,0,2484.7599999999998,0.48593952278339136,96.368,0.3795718867780056,0.5138536750807563,0.6127795880516254,0.09233715365812298,0,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1172.52,2783.72,0.33,2399.12,1,683.0,0.57,440.02,243.7,2,1840.21,77,0,342.06,1342.27,2262.64,49.2,0.0,0,-1611.1999999999998,2.372111255027609,250.81139999999996,0.6608240684880348,0.0,0.4820125542244822,0.29148203694866726,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
4195.37,1174.41,0.16,2979.51,1,639.0,0.51,642.16,523.33,3,1549.86,69,0,468.61,1545.4,1704.67,1.5,3020.96,1,3020.96,0.2798633104325882,327.5016,1.3185696905760542,0.7198983883689951,1.3147752699058202,0.11167032459006238,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True
6429.44,4014.06,0.29,2286.01,1,743.0,0.46,441.69,71.33,1,7.62,51,0,136.72,1790.42,811.36,41.4,2415.38,1,2415.3799999999997,0.624227891092989,203.1774,0.0018978545775156536,0.37561659855313173,0.44592608827763475,0.021261375582386277,1,1,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
4433.49,3215.15,0.18,1791.71,2,717.0,0.58,501.06,972.17,5,1240.81,84,0,956.16,1757.93,1076.14,31.2,1218.34,0,1218.3399999999997,0.7250326418596051,290.6148,0.3858060102918085,0.2747418530654032,0.5465945307277335,0.21561893250407602,1,0,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False
4486.17,5136.07,0.34,2876.22,1,693.0,0.54,549.95,238.33,5,278.78,85,0,494.15,2084.99,632.41,2.5,0.0,0,-649.8999999999996,1.1446123057517321,296.97300000000007,0.05426828912200923,0.0,0.40587144033466543,0.11012508997876166,1,1,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False
3570.72,3579.36,0.34,3143.54,0,757.0,0.13,497.05,652.28,6,2139.66,24,0,670.55,2347.54,1185.05,21.4,0.0,0,-8.640000000000327,1.002139025455523,64.6165,0.5976102961713347,0.0,0.6556714967210001,0.18773868052366927,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True
3350.17,2928.87,0.11,3896.14,2,668.0,0.53,439.65,190.19,3,577.15,81,0,694.9,1749.04,646.77,63.6,421.3,0,421.3000000000002,0.8739843099574178,233.0145,0.1969882622778485,0.12571728679834207,0.5969684661776803,0.2073604144224256,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
3089.53,3912.42,0.34,2892.15,1,656.0,0.3,627.05,389.76,9,412.15,84,0,554.73,2726.64,1562.75,13.8,0.0,0,-822.8899999999999,1.2659382047739385,188.11499999999998,0.10531708837794052,0.0,0.6967409580367044,0.1794934849362407,0,1,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False
4401.94,3683.42,0.21,3038.19,1,713.0,0.27,269.95,1027.34,4,1082.75,46,0,700.87,2832.69,1234.42,86.6,718.52,0,718.5199999999995,0.8365819202623702,72.8865,0.2938725769591957,0.16319095876845927,0.7688292865634211,0.15918227366259818,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True
4266.04,2042.77,0.3,2658.01,0,622.0,0.47,567.15,155.05,8,1067.29,63,0,602.65,2721.13,2251.2,61.6,2223.27,0,2223.27,0.47873232967115376,266.5605,0.5222162963542865,0.5210333158348645,1.3314267260993164,0.14123373579811765,1,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True
5248.76,2266.01,0.08,2266.74,1,691.0,0.5,637.88,459.92,6,778.23,36,0,404.26,1748.15,1252.64,42.8,2982.75,1,2982.75,0.43164068452653076,318.94,0.34328476716026834,0.568168830575112,0.7711258441736031,0.0770054250099052,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True
5221.41,3665.15,0.38,2437.89,1,649.0,0.13,628.21,569.76,9,1249.18,74,0,526.72,2279.8,803.89,78.8,1556.26,0,1556.2599999999998,0.7018119986749413,81.66730000000001,0.3407334669885302,0.2979965188485776,0.6218512608594848,0.10085765001215914,0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
4048.72,3784.15,0.22,2530.6,1,603.0,0.59,339.36,253.85,7,0.0,87,0,270.61,2067.6,1306.2,51.7,264.57,0,264.5699999999997,0.9344226267495037,200.2224,0.0,0.06533044259850064,0.5462399112320515,0.06682190373655464,1,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
4040.51,2627.91,0.23,3206.36,1,726.0,0.47,416.88,301.03,6,746.66,32,0,261.78,1761.81,2360.49,75.1,1412.6,0,1412.6000000000004,0.6502297408641818,195.93359999999998,0.2840188519196169,0.34952282686421654,0.670167483862133,0.06477282005982911,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
3964.65,2923.91,0.29,3017.87,2,820.0,0.53,411.63,179.44,7,1573.37,96,0,556.89,1576.52,1707.71,80.6,1040.74,0,1040.7400000000002,0.7373091422591505,218.1639,0.5379208249142708,0.2624386922698675,0.5389977811283082,0.1404284291351985,1,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True
5559.93,4185.59,0.24,2952.09,1,644.0,0.53,564.79,646.17,8,1212.1,83,0,875.29,3885.25,912.66,89.7,1374.34,0,1374.3400000000001,0.7526780592454859,299.3387,0.2895196329232143,0.24714211471822156,0.9280225672922354,0.15739993130645413,1,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False
3394.48,2227.33,0.38,3560.53,1,661.0,0.47,446.25,196.18,8,911.22,51,0,333.02,2103.58,755.62,48.8,1167.15,0,1167.15,0.6559691118781439,209.73749999999998,0.408925069446626,0.3437363789508405,0.9440163710042947,0.09807744413161025,1,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
2052.7,1888.35,0.25,1898.91,1,656.0,0.27,70.73,770.67,6,33.74,90,0,519.04,1908.68,965.66,15.1,164.35,0,164.3499999999999,0.9194867799581244,19.0971,0.017857993489824545,0.0800262940059405,1.0102310318363459,0.2527340896917758,0,1,False,True,True,False,False,False,False,False,False,False,False,False,True,False,True
3812.68,2777.01,0.37,1808.35,1,708.0,0.25,419.17,531.29,1,984.48,33,0,711.01,2347.32,1152.65,23.7,1035.67,0,1035.6699999999996,0.7281706907763631,104.7925,0.3543831735666898,0.2715670952990288,0.8449645609627036,0.18643672253571356,0,0,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True
2949.03,2416.23,0.17,1932.28,1,664.0,0.46,656.97,351.19,8,1023.27,49,0,628.23,2801.16,1641.57,70.6,532.8,0,532.8000000000002,0.8190526875997871,302.2062,0.4233233908233805,0.1806083327966156,1.1588305622551431,0.21295715636790133,1,0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
4814.9,4007.09,0.25,2679.18,1,554.0,0.41,337.23,358.33,3,579.73,32,0,486.58,2061.25,359.29,52.7,807.81,0,807.8099999999995,0.8320542370065824,138.2643,0.14463996566943357,0.1677381174858282,0.5142723841031513,0.10103615108287133,1,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
3291.11,3327.54,0.15,2957.58,1,674.0,0.55,368.21,786.48,9,1434.91,66,0,442.54,2909.5,1015.46,27.5,0.0,0,-36.429999999999836,1.010762094826722,202.5155,0.4310929116068907,0.0,0.8741069658168447,0.13442442688731543,1,0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
5261.41,2880.23,0.06,3180.42,2,571.0,0.15,0.0,366.4,3,902.25,75,0,509.47,1672.65,1666.5,70.9,2381.18,0,2381.18,0.5473214743815096,0.0,0.31314750991763934,0.45248849861565327,0.5805333138971898,0.09681305713541895,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False
4529.38,4001.78,0.25,3568.74,2,657.0,0.44,491.76,294.75,4,364.74,41,0,439.57,1458.89,1070.32,42.7,527.6,0,527.5999999999999,0.8833210459166781,216.3744,0.09112167043904486,0.11645822204759866,0.3644691939102324,0.09702718094287896,1,1,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
5606.25,3395.15,0.35,2878.46,2,666.0,0.11,571.38,601.51,9,570.19,54,0,884.29,1612.32,690.7,83.2,2211.1,0,2211.1,0.6054928886709171,62.8518,0.16789305537152366,0.3943287707878193,0.4747493485270085,0.1577047572339382,0,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False
4274.42,2488.32,0.14,3345.62,1,545.0,0.58,373.1,320.55,7,1143.49,92,0,888.8,2699.16,645.61,0.3,1786.1,0,1786.1,0.5820059783600208,216.398,0.4593583789950669,0.4177601264904968,1.0842961129947133,0.20788600885994823,1,0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
2718.7,3333.79,0.21,3635.04,1,708.0,0.38,867.41,606.57,4,819.28,23,0,121.73,3399.29,1578.59,19.8,0.0,0,-615.0900000000001,1.225793286024194,329.6158,0.24567663930862213,0.0,1.019341547743636,0.04475861308232526,0,0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3264.93,3252.85,0.16,1862.55,0,600.0,0.45,695.42,383.75,8,1171.39,36,0,217.68,2895.48,449.42,73.8,12.08,0,12.079999999999927,0.995995015202408,312.93899999999996,0.36000122931296774,0.0036987932993052517,0.8898627779399788,0.06665176534708338,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
4257.1,3707.37,0.19,3599.7,2,781.0,0.15,238.54,463.41,5,1457.34,83,0,341.25,1663.98,1253.04,6.8,549.73,0,549.7300000000005,0.8706629717479626,35.781,0.3929866760867982,0.1291021817242432,0.4487092711892287,0.08014137760973203,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True
3319.65,3477.78,0.24,2981.45,1,743.0,0.32,374.91,94.32,4,0.0,88,0,491.15,1967.68,1414.09,33.8,0.0,0,-158.1300000000001,1.0473190489813742,119.97120000000001,0.0,0.0,0.5656235806805834,0.14790778913766883,0,1,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
4921.25,2742.33,0.31,2781.88,0,598.0,0.19,84.26,488.71,1,1688.49,33,0,770.71,2036.08,1462.89,15.6,2178.92,0,2178.92,0.5571293615724516,16.0094,0.6154892047256437,0.4426674793031642,0.7421928823728826,0.15657676875412668,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
4446.87,2686.4,0.34,3118.84,0,786.0,0.2,490.29,784.74,3,1199.88,33,0,435.65,2935.56,1210.08,74.1,1760.47,0,1760.4699999999998,0.6039744866644035,98.058,0.44648359008707306,0.39580068662078705,1.09234204063407,0.09794575830678505,0,0,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False
2833.25,3489.9,0.31,3128.3,0,690.0,0.48,408.9,679.71,7,1639.78,83,0,395.02,1815.19,1125.18,90.8,0.0,0,-656.6500000000001,1.2313310399576607,196.272,0.46972986908820075,0.0,0.519977656191813,0.13937373202787331,1,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
3620.95,1901.57,0.1,1999.31,2,667.0,0.19,282.26,524.59,4,813.78,89,0,587.22,2528.4,1966.71,60.4,1719.38,0,1719.3799999999999,0.5250127693645689,53.6294,0.42772670650751354,0.4747111362663759,1.3289392768728616,0.1621281353966786,0,0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
3535.77,3728.75,0.38,3244.4,0,692.0,0.2,568.17,727.25,4,784.2,82,0,223.32,2538.45,1466.76,34.9,0.0,0,-192.98000000000002,1.054281166148774,113.634,0.210255379046853,0.0,0.6805952141564447,0.06314235870582481,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
6160.82,2177.59,0.38,2551.22,0,654.0,0.41,519.04,283.93,3,1178.22,92,0,522.14,1888.79,1668.33,47.5,3983.23,1,3983.2299999999996,0.3534004563586733,212.80639999999997,0.5408176848328505,0.6464372539282225,0.8669781831367994,0.08473795080025058,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
4298.5,3221.17,0.38,2354.88,0,673.0,0.23,414.92,534.78,3,1888.48,66,0,779.58,2321.76,1846.04,58.8,1077.33,0,1077.33,0.7491964181881614,95.4316,0.5860894986918753,0.2505709966275148,0.7205578849036519,0.1813187579951157,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
3702.54,1112.14,0.31,2001.96,1,774.0,0.23,292.23,468.97,1,439.36,55,0,721.98,3233.37,1775.24,44.3,2590.4,1,2590.3999999999996,0.30029107286542067,67.2129,0.39470327182564635,0.6994389152000519,2.904728964910074,0.19494321649016888,0,1,False,True,False,False,False,False,False,True,False,False,False,False,True,True,False
3975.15,2748.29,0.11,3153.14,0,687.0,0.12,576.52,393.72,9,1456.48,92,0,686.99,1533.61,1403.79,77.3,1226.86,0,1226.8600000000001,0.6911937426907938,69.1824,0.5297658668237981,0.30855475774304286,0.5578203827169924,0.17277768695849,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
3529.85,4021.32,0.24,2424.83,0,660.0,0.33,455.82,25.1,8,1723.19,73,0,583.51,2979.87,1294.76,37.0,0.0,0,-491.47000000000025,1.1389098942181062,150.4206,0.42840698900137236,0.0,0.7408336482428051,0.1652604896837872,0,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
3641.88,3267.77,0.05,2862.18,0,688.0,0.33,379.18,354.98,4,809.5,85,0,350.23,1851.59,701.31,98.9,374.11,0,374.1100000000001,0.897029273541813,125.1294,0.24764666831866422,0.10269621837666901,0.5664485418062452,0.09614096539002108,0,0,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True
2544.3,4214.66,0.16,3077.87,2,744.0,0.33,508.4,673.79,1,1584.47,68,0,416.13,2600.53,1034.32,32.6,0.0,0,-1670.3599999999997,1.6558598200605035,167.772,0.37585336578376816,0.0,0.6168737516782663,0.163489569009547,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
4907.74,4052.07,0.16,3173.14,1,601.0,0.53,527.73,490.53,6,0.0,80,0,306.43,3244.13,937.35,12.8,855.67,0,855.6699999999996,0.8254806732481248,279.6969,0.0,0.17431560848608807,0.8004130202537829,0.06242538818515546,1,1,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False
2405.42,4386.39,0.32,4144.82,2,770.0,0.42,322.36,102.27,3,1025.73,25,0,339.88,2002.05,1430.42,6.2,0.0,0,-1980.9700000000003,1.8227865459894783,135.3912,0.2337904767982787,0.0,0.4563191327873747,0.14123885273559894,1,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True
5234.17,3556.83,0.15,3054.28,1,665.0,0.39,419.42,206.82,5,2140.65,66,0,686.73,1188.17,817.47,20.5,1677.34,0,1677.3400000000001,0.679410601756963,163.5738,0.601672929847688,0.32039838247850594,0.3339591829851342,0.13117625597640573,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
4775.91,4227.82,0.16,3301.0,1,601.0,0.15,456.07,299.99,5,435.04,56,0,120.68,2814.52,1328.93,31.4,548.09,0,548.0900000000001,0.8850533085195241,68.4105,0.10287503369734348,0.1147373511328453,0.6655568219976259,0.02526319315205855,0,1,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
3256.31,4113.42,0.31,2881.28,0,665.0,0.58,137.77,334.65,9,1370.47,37,0,341.89,2869.74,1251.95,2.9,0.0,0,-857.1100000000001,1.2628273022831724,79.9066,0.33308947555183965,0.0,0.697483484914034,0.1049608419217084,1,0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
3409.21,2482.21,0.13,3487.54,1,654.0,0.11,491.2,705.43,2,1561.27,57,0,310.48,1795.41,1166.45,24.3,927.0,0,927.0,0.7278759959064105,54.032,0.628730554403373,0.2718307670202128,0.7230198009834046,0.09104424654200181,0,0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
3417.45,2612.92,0.4,3335.81,1,643.0,0.19,612.08,220.03,7,674.17,52,0,1073.03,1534.53,1811.29,24.3,804.53,0,804.5299999999997,0.764358115520192,116.29520000000001,0.2579153149293016,0.23534935423949452,0.5870608128787415,0.31389372376369407,0,0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True
2004.74,3413.53,0.05,2787.08,1,738.0,0.38,729.66,287.77,2,622.79,58,0,350.94,2271.55,1133.48,47.3,0.0,0,-1408.7900000000002,1.7018806026703361,277.2708,0.18239406301892205,0.0,0.665259933285108,0.1749678422926202,0,0,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False
4233.57,2846.38,0.38,3135.34,1,615.0,0.32,426.01,955.54,4,816.89,88,0,650.56,2943.68,1095.21,19.4,1387.19,0,1387.1899999999996,0.6721768680172958,136.32319999999999,0.28689180931242053,0.3275869804962488,1.0338205648701613,0.15363071102851056,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
4226.7,2268.11,0.22,2727.01,0,605.0,0.2,562.99,224.12,9,1790.08,54,0,556.18,3032.39,1397.43,38.0,1958.59,0,1958.5899999999997,0.5364879248764104,112.59800000000001,0.7888907985950437,0.46327553989166687,1.3363785801481638,0.13155616529082007,0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
6190.28,3125.66,0.22,2272.3,1,677.0,0.22,459.49,653.92,1,1830.59,98,0,490.83,2738.41,971.23,41.5,3064.62,1,3064.62,0.5048487550231939,101.0878,0.5854777941957232,0.4949897274876924,0.8758259612493843,0.07927762918168779,0,0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False
2401.46,2888.16,0.35,2382.64,1,745.0,0.23,684.14,105.03,9,1731.16,52,1,513.74,1439.96,1580.41,76.1,0.0,0,-486.6999999999998,1.2021677780275217,157.3522,0.5991914604937075,0.0,0.4984009192983428,0.21383914820642175,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
5302.86,3549.05,0.32,3035.51,1,650.0,0.22,774.29,45.19,9,954.31,90,0,91.94,2842.66,2227.2,50.3,1753.81,0,1753.8099999999995,0.6691447360978608,170.3438,0.2688159321699694,0.3306667219722994,0.8007380177743975,0.017334545029469104,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False
1850.88,1967.28,0.37,2701.57,0,677.0,0.48,267.7,424.46,8,1471.79,34,0,210.36,2398.98,978.4,7.6,0.0,0,-116.39999999999986,1.062315052811197,128.49599999999998,0.7477543845387852,0.0,1.2188204930192859,0.11359267339136445,1,0,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False
1358.55,2365.86,0.34,3088.37,2,746.0,0.2,637.49,305.35,7,156.09,28,0,469.6,1509.22,1164.47,58.6,0.0,0,-1007.3100000000002,1.7401787356110479,127.498,0.06594813381442079,0.0,0.6376465021167285,0.3454084071935567,0,1,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False
4395.93,3657.93,0.35,2922.25,0,722.0,0.52,812.37,256.77,7,436.64,46,0,485.31,2115.45,1046.93,78.2,738.0,0,738.0000000000005,0.8319281862572294,422.43240000000003,0.11933543412964992,0.1678443823303987,0.5781608284389151,0.11037473873816503,1,1,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False
5389.36,4085.6,0.33,3435.46,1,596.0,0.17,517.32,726.77,8,0.0,67,0,532.95,2162.79,1635.44,71.4,1303.76,0,1303.7599999999998,0.7579456659666516,87.94440000000002,0.0,0.24186881766709462,0.5292394655704008,0.0988709473949792,0,1,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
2678.07,3800.43,0.2,2237.88,1,676.0,0.27,577.38,286.67,3,1306.62,64,0,820.85,3015.31,1304.11,81.0,0.0,0,-1122.3599999999997,1.4185631581108369,155.89260000000002,0.3437180219022841,0.0,0.7932041363381676,0.3063936365977746,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
5284.93,4356.18,0.12,2687.59,1,637.0,0.27,571.41,146.92,6,1608.74,96,0,399.8,2329.55,1068.35,8.2,928.75,0,928.75,0.824108529624872,154.2807,0.3692158689794775,0.17570228890658784,0.5346462620318646,0.07563475112231906,0,0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
3998.83,3546.31,0.14,1175.57,2,647.0,0.21,600.0,570.29,8,1024.21,27,0,642.78,1633.35,989.1,32.2,452.52,0,452.52,0.8866151811451987,126.0,0.2887286422669572,0.11313480822934975,0.46044749401659285,0.16070182982776768,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True
4066.0,3376.66,0.14,2711.57,1,665.0,0.4,394.57,104.21,8,1177.74,51,0,338.2,2584.37,627.25,33.1,689.34,0,689.3400000000001,0.8302581755593803,157.828,0.3486851844176146,0.16949594295549547,0.7651362185655157,0.08315711826899434,0,0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2318.45,3228.69,0.21,2082.23,1,653.0,0.17,256.51,624.72,5,855.91,32,0,702.33,2617.33,1204.39,12.5,0.0,0,-910.2400000000002,1.3920067257323936,43.606700000000004,0.2650130507881561,0.0,0.8103966634568642,0.3028002328138137,0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True
4637.24,2556.45,0.33,3080.45,1,620.0,0.17,560.37,385.03,4,835.79,31,0,522.51,1738.23,946.59,75.4,2080.79,0,2080.79,0.5511681154920832,95.2629,0.32680599816223194,0.44861628548759874,0.6796731118887955,0.11265264410638519,0,0,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
3826.08,3000.03,0.37,3665.75,1,724.0,0.53,435.31,433.2,1,1791.71,63,0,482.85,1147.55,1521.49,1.2,826.05,0,826.0499999999997,0.7838952935397222,230.7143,0.5970316857878795,0.2158434106420561,0.38238538101918335,0.12616668582836002,1,0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2261.97,3107.77,0.28,3460.36,1,638.0,0.4,495.46,660.24,1,1746.74,73,0,878.43,2814.66,928.46,23.6,0.0,0,-845.8000000000002,1.3733147147332931,198.184,0.5618749537598472,0.0,0.9053934514293434,0.3881757159838619,0,0,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False
3257.44,3272.5,0.23,3237.4,2,710.0,0.24,436.38,357.13,5,970.36,74,0,289.98,1790.8,1406.68,95.2,0.0,0,-15.059999999999945,1.0043149482574483,104.7312,0.29642889873224376,0.0,0.5470597220100809,0.08899350609494114,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True
3802.14,3100.35,0.19,2908.44,2,708.0,0.11,738.5,429.62,3,1209.07,42,0,348.63,1936.03,1297.28,69.2,701.79,0,701.79,0.8152079597385319,81.235,0.3898528060360811,0.18452909963871958,0.6242539539232915,0.09166898930883428,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
3937.79,4417.86,0.35,2723.54,1,547.0,0.53,313.01,551.84,6,1468.52,75,0,580.09,2247.93,1660.24,62.1,0.0,0,-480.0699999999997,1.1216287235420015,165.8953,0.3323300579787547,0.0,0.508712654395025,0.14727619395804295,1,0,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False
3741.08,3457.88,0.31,3756.28,1,631.0,0.53,304.41,689.79,7,1674.05,57,0,721.31,2571.93,769.94,14.6,283.2,0,283.1999999999998,0.9240529331280999,161.33730000000003,0.48398614580442223,0.07567983581323756,0.7435730641132389,0.19275643492389258,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
3897.4,3103.26,0.28,2516.28,0,689.0,0.54,731.69,174.12,9,1325.74,33,0,202.25,3092.51,1382.64,18.6,794.14,0,794.1399999999999,0.7960342704699365,395.11260000000004,0.42707118604756045,0.2037092140365278,0.9962148789083388,0.051880258567617486,1,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
3464.86,3484.6,0.19,3205.74,1,667.0,0.23,236.69,332.75,3,1285.67,48,0,477.9,2175.25,1112.12,73.2,0.0,0,-19.73999999999978,1.0054070274044538,54.438700000000004,0.36885184760156076,0.0,0.624067592380078,0.13788785467387601,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
2432.9,3479.84,0.34,2906.75,1,655.0,0.28,281.38,215.94,6,1921.07,65,0,245.92,2505.32,1213.33,22.6,0.0,0,-1046.94,1.429738280126546,78.7864,0.5518983923420783,0.0,0.7197458084830098,0.10103948395579111,0,0,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
2408.45,3925.75,0.22,2359.19,0,631.0,0.13,529.17,596.36,9,1366.44,52,0,646.61,2148.69,1968.44,14.0,0.0,0,-1517.3000000000002,1.6293137438004526,68.79209999999999,0.34798242821671865,0.0,0.5471929712866874,0.268364149494698,0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,True,False
3230.35,3510.42,0.39,2900.92,0,730.0,0.23,187.8,457.65,3,1363.95,99,0,619.8,3747.03,1518.64,0.5,0.0,0,-280.07000000000016,1.0863632846952513,43.194,0.38843259991684276,0.0,1.0670982109801732,0.19180837730360376,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False
2929.09,4223.08,0.19,2222.45,1,695.0,0.57,408.24,478.22,5,735.06,82,0,499.56,1763.02,420.21,35.4,0.0,0,-1293.9899999999998,1.4412799606838014,232.6968,0.1740165905948751,0.0,0.41737372398250033,0.1704930565272739,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False
5506.03,3462.52,0.19,3493.09,1,628.0,0.48,467.15,715.88,1,624.59,99,0,581.59,2217.91,1586.78,14.0,2043.51,0,2043.5099999999998,0.628745439919521,224.23199999999997,0.18033387998336953,0.37107297399868894,0.6403629833233242,0.10560864930824783,1,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
3039.13,3242.61,0.14,2722.67,1,694.0,0.38,684.11,469.24,6,1124.47,20,0,978.5,1148.41,1801.38,61.0,0.0,0,-203.48000000000002,1.0666024150283047,259.9618,0.3466723804649757,0.0,0.3540530458347335,0.3218612361971363,0,0,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False
4447.19,3332.54,0.27,3204.24,0,700.0,0.56,454.22,114.05,1,479.52,79,0,444.38,2825.77,834.39,78.7,1114.65,0,1114.6499999999996,0.7491901200263479,254.36320000000003,0.14384708148094819,0.2505850694327356,0.847678443936476,0.0999013081725376,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
3436.35,3471.92,0.14,2674.16,1,668.0,0.25,355.3,363.18,7,687.46,77,0,507.33,3301.4,1472.01,97.2,0.0,0,-35.570000000000164,1.0100571661308857,88.825,0.19794870022920194,0.0,0.9506121649793258,0.1475933495279794,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False
